id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,median_income,area_sq_km,local_government_area,region,time_zone
173,Alsace,,QLD,Queensland,4702,Rural locality,-23.27589,149.35051,134,3,0,351.82300,Central Highlands (Regional Council),Central Queensland,Australia/Brisbane
174,Alstonvale,,NSW,New South Wales,2477,Rural locality,-28.80561,153.44548,129,442,36088,10.25800,Ballina (Area),Richmond - Tweed,Australia/Sydney
175,Alstonville,,NSW,New South Wales,2477,Urban locality,-28.84213,153.44036,150,5739,29640,28.82500,Ballina (Area),Richmond - Tweed,Australia/Sydney
176,Altona,,SA,South Australia,5351,Rural locality,-34.59717,138.91362,233,131,40976,8.87900,Barossa (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
177,Altona,Melbourne,VIC,Victoria,3018,Suburb,-37.86928,144.83029,8,10762,38064,16.73700,Hobsons Bay (City),Melbourne - West,Australia/Melbourne
178,Altona Meadows,Melbourne,VIC,Victoria,3028,Suburb,-37.87163,144.77808,11,19160,30784,10.54000,Hobsons Bay (City),Melbourne - West,Australia/Melbourne
179,Altona North,Melbourne,VIC,Victoria,3025,Suburb,-37.83471,144.84768,17,12152,26156,13.94400,Hobsons Bay (City),Melbourne - West,Australia/Melbourne
180,Alton Downs,,QLD,Queensland,4702,Rural locality,-23.30718,150.38804,29,1278,38012,177.47200,Rockhampton (Regional Council),Central Queensland,Australia/Brisbane
181,Alumy Creek,,NSW,New South Wales,2460,Rural locality,-29.64092,152.95145,5,91,26988,9.05300,Clarence Valley (Area),Coffs Harbour - Grafton,Australia/Sydney
182,Alva,,QLD,Queensland,4807,Urban locality,-19.45750,147.48173,7,279,27612,112.82200,Burdekin (Shire),Townsville,Australia/Brisbane
183,Alvie,,VIC,Victoria,3249,Rural locality,-38.24432,143.48190,120,132,31980,25.30600,Colac-Otway (Shire),Warrnambool and South West,Australia/Melbourne
184,Alyangula,,NT,Northern Territory,0885,Urban locality,-13.85287,136.42249,27,873,89908,2.74300,Unincorporated,Northern Territory - Outback,Australia/Darwin
185,Amamoor,,QLD,Queensland,4570,Rural locality,-26.34524,152.67499,74,636,24596,34.35600,Gympie (Regional Council),Wide Bay,Australia/Brisbane
186,Amamoor Creek,,QLD,Queensland,4570,Rural locality,-26.35952,152.56331,128,56,23400,168.81400,Gympie (Regional Council),Wide Bay,Australia/Brisbane
187,Amaroo,Canberra,ACT,Australian Capital Territory,2914,Suburb,-35.17033,149.12588,631,5710,56680,2.58700,Unincorporated,Australian Capital Territory,Australia/Sydney
188,Amaroo,,NSW,New South Wales,2866,Rural locality,-33.16432,148.92084,626,46,43056,16.78000,Cabonne (Area),Central West,Australia/Sydney
189,Amaroo,,QLD,Queensland,4829,Rural locality,-23.39387,139.67312,119,22,39624,9358.70400,Boulia (Shire),Queensland - Outback,Australia/Brisbane
190,Amata,,SA,South Australia,0872,Urban locality,-26.15662,131.14472,694,455,13572,11.24800,Anangu Pitjantjatjara (Aboriginal Council),South Australia - Outback,Australia/Adelaide
191,Ambania,,WA,Western Australia,6632,Rural locality,-28.69532,115.11880,235,12,26000,327.85500,Greater Geraldton (City),Western Australia - Outback (South),Australia/Perth
192,Ambarvale,Sydney,NSW,New South Wales,2560,Suburb,-34.08047,150.80364,86,7374,28912,2.88200,Campbelltown (City),Sydney - Outer South West,Australia/Sydney
193,Amber,,QLD,Queensland,4871,Rural locality,-17.74731,144.31566,408,0,0,1032.89800,Mareeba (Shire),Queensland - Outback,Australia/Brisbane
194,Ambergate,,WA,Western Australia,6280,Rural locality,-33.71163,115.32628,21,467,35516,38.39500,Busselton (City),Bunbury,Australia/Perth
195,Amberley,Brisbane,QLD,Queensland,4306,Suburb,-27.64043,152.70240,42,253,52936,26.11100,Ipswich (City),Ipswich,Australia/Brisbane
196,Ambleside,Devonport,TAS,Tasmania,7310,Suburb,-41.20612,146.37295,15,663,30940,1.09200,Devonport (City),West and North West,Australia/Hobart
197,Ambrose,,QLD,Queensland,4695,Rural locality,-23.78568,150.92680,36,218,24232,63.26300,Gladstone (Regional Council),Central Queensland,Australia/Brisbane
198,Amby,,QLD,Queensland,4462,Rural locality,-26.54921,148.18690,354,86,23192,198.98000,Maranoa (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
199,Amelup,,WA,Western Australia,6338,Rural locality,-34.23847,118.22088,185,64,79612,402.44100,Gnowangerup (Shire),Western Australia - Wheat Belt,Australia/Perth
200,American Beach,,SA,South Australia,5222,Rural locality,-35.77694,137.87650,28,6,29900,0.63200,Kangaroo Island (District Council),South Australia - South East,Australia/Adelaide
201,American River,,SA,South Australia,5221,Urban locality,-35.77305,137.77996,15,238,21892,1.82000,Kangaroo Island (District Council),South Australia - South East,Australia/Adelaide
202,Amherst,,VIC,Victoria,3371,Rural locality,-37.14647,143.67017,254,65,19344,34.00000,Central Goldfields (Shire),Ballarat,Australia/Melbourne
203,Amiens,,QLD,Queensland,4380,Rural locality,-28.58362,151.80109,871,293,24180,51.90300,Southern Downs (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
204,Amity,,QLD,Queensland,4183,Urban locality,-27.39789,153.43908,7,387,26780,5.06300,Redland (City),Brisbane - East,Australia/Brisbane
205,Amoonguna,,NT,Northern Territory,0873,Urban locality,-23.76847,133.93067,546,239,9360,5.58800,MacDonnell (Regional Council),Northern Territory - Outback,Australia/Darwin
206,Amor,,VIC,Victoria,3825,Rural locality,-37.94124,146.39980,521,0,0,6.46400,Baw Baw (Shire),Latrobe - Gippsland,Australia/Melbourne
207,Amosfield,,NSW,New South Wales,4380,Rural locality,-28.62402,152.06643,870,31,17316,58.00400,Tenterfield (Area),New England and North West,Australia/Sydney
208,Amphitheatre,,VIC,Victoria,3468,Rural locality,-37.18234,143.39992,280,248,22620,152.46900,Pyrenees (Shire),Ballarat,Australia/Melbourne
209,Ampilatwatja,,NT,Northern Territory,0872,Urban locality,-21.65288,135.22453,399,418,12220,28.27700,Barkly (Regional Council),Northern Territory - Outback,Australia/Darwin
210,Amyton,,SA,South Australia,5431,Rural locality,-32.60343,138.32739,316,5,46800,75.90000,Mount Remarkable (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
211,Anabranch North,,NSW,New South Wales,2648,Rural locality,-33.29636,141.80229,42,9,50024,1661.39400,Wentworth (Area),Murray,Australia/Sydney
212,Anabranch South,,NSW,New South Wales,2648,Rural locality,-33.54487,141.73014,56,34,33124,2279.46300,Wentworth (Area),Murray,Australia/Sydney
213,Anakie,,VIC,Victoria,3213,Rural locality,-37.93803,144.28470,136,690,35308,181.12300,Greater Geelong (City),Geelong,Australia/Melbourne
214,Anama,,SA,South Australia,5464,Rural locality,-33.68676,138.56545,373,14,44148,24.22400,Clare and Gilbert Valleys (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
215,Anambah,,NSW,New South Wales,2320,Rural locality,-32.67607,151.49513,13,30,29900,11.59200,Maitland (City),Hunter Valley exc Newcastle,Australia/Sydney
216,Anangu Pitjantjatjara Yankunytjatjara,,SA,South Australia,0872,Rural locality,-27.07839,131.20589,498,226,23868,102237.14400,Anangu Pitjantjatjara (Aboriginal Council),South Australia - Outback,Australia/Adelaide
217,Anatye,,NT,Northern Territory,0872,Rural locality,-23.37944,136.49541,256,111,20176,45033.16800,Central Desert (Regional Council),Northern Territory - Outback,Australia/Darwin
218,Ancona,,VIC,Victoria,3715,Rural locality,-36.97227,145.79054,324,84,29120,68.44600,Mansfield (Shire),Hume,Australia/Melbourne
219,Andamooka,,SA,South Australia,5722,Urban locality,-30.45360,137.16498,109,316,24700,23.81700,Unincorporated,South Australia - Outback,Australia/Adelaide
220,Andamooka Station,,SA,South Australia,5719,Rural locality,-30.77681,136.61509,103,4,50024,8794.54000,Unincorporated,South Australia - Outback,Australia/Adelaide
221,Andergrove,Mackay,QLD,Queensland,4740,Suburb,-21.09694,149.18533,8,9419,36036,8.48000,Mackay (Regional Council),Mackay - Isaac - Whitsunday,Australia/Brisbane
222,Anderleigh,,QLD,Queensland,4570,Rural locality,-25.99842,152.67358,109,90,27560,48.17700,Gympie (Regional Council),Wide Bay,Australia/Brisbane
223,Anderson,,VIC,Victoria,3995,Rural locality,-38.52174,145.44930,63,28,23400,5.83100,Bass Coast (Shire),Latrobe - Gippsland,Australia/Melbourne
224,Ando,,NSW,New South Wales,2631,Rural locality,-36.73993,149.26121,884,72,34424,112.16300,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
225,Andover,,TAS,Tasmania,7120,Rural locality,-42.33000,147.46064,407,38,29224,73.44600,Southern Midlands (Municipality),South East,Australia/Hobart
226,Andrews,,SA,South Australia,5454,Rural locality,-33.59900,138.63124,320,37,38428,77.25500,Northern Areas (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
227,Andrews Farm,Adelaide,SA,South Australia,5114,Suburb,-34.67146,138.66678,33,8043,33176,3.98900,Playford (City),Adelaide - North,Australia/Adelaide
228,Andromache,,QLD,Queensland,4800,Rural locality,-20.58452,148.42000,66,51,19916,423.06500,Whitsunday (Regional Council),Mackay - Isaac - Whitsunday,Australia/Brisbane
229,Anduramba,,QLD,Queensland,4355,Rural locality,-27.13461,152.08588,443,77,29432,283.60700,Toowoomba (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
230,Anembo,,NSW,New South Wales,2621,Rural locality,-35.80545,149.42833,1076,66,35360,171.82000,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
231,Angas Plains,,SA,South Australia,5255,Rural locality,-35.33490,138.96945,21,65,29536,41.39000,Alexandrina (District Council),South Australia - South East,Australia/Adelaide
232,Angaston,,SA,South Australia,5353,Urban locality,-34.50115,139.04683,354,2095,33592,79.59200,Barossa (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
233,Angas Valley,,SA,South Australia,5238,Rural locality,-34.75513,139.30616,79,47,26624,50.23400,Mid Murray (District Council),South Australia - South East,Australia/Adelaide
234,Angelo River,,WA,Western Australia,6642,Rural locality,-24.07860,118.01042,356,9,32760,13971.80300,Meekatharra (Shire),Western Australia - Outback (South),Australia/Perth
235,Angledale,,NSW,New South Wales,2550,Rural locality,-36.63575,149.85715,51,154,31668,26.81300,Bega Valley (Area),Capital Region,Australia/Sydney
236,Angledool,,NSW,New South Wales,2834,Rural locality,-29.11312,147.90256,151,58,21164,689.50100,Brewarrina (Area),Far West and Orana,Australia/Sydney
237,Angle Park,Adelaide,SA,South Australia,5010,Suburb,-34.85913,138.56067,11,1563,22620,1.07000,Port Adelaide Enfield (City),Adelaide - West,Australia/Adelaide
238,Anglers Reach,,NSW,New South Wales,2629,Rural locality,-35.99920,148.66485,1189,94,24648,11.12700,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
239,Anglers Rest,,VIC,Victoria,3898,Rural locality,-37.01433,147.45141,845,21,7800,86.50400,East Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
240,Anglesea,,VIC,Victoria,3230,Urban locality,-38.40513,144.18927,10,2545,36972,96.76000,Surf Coast (Shire),Geelong,Australia/Melbourne
241,Angle Vale,,SA,South Australia,5117,Urban locality,-34.64077,138.64660,37,2923,36816,14.05400,Playford (City),Adelaide - North,Australia/Adelaide
242,Angourie,,NSW,New South Wales,2464,Urban locality,-29.48101,153.35996,35,222,36036,3.53600,Clarence Valley (Area),Coffs Harbour - Grafton,Australia/Sydney
243,Angurugu,,NT,Northern Territory,0822,Urban locality,-13.98119,136.46121,16,855,17316,1.51300,East Arnhem (Regional Council),Northern Territory - Outback,Australia/Darwin
244,Anindilyakwa,,NT,Northern Territory,0822,Rural locality,-13.97005,136.59334,122,117,34320,2592.73700,East Arnhem (Regional Council),Northern Territory - Outback,Australia/Darwin
245,Anketell,,WA,Western Australia,6167,Rural locality,-32.21870,115.86538,22,248,33332,6.82200,Kwinana (City),Perth - South West,Australia/Perth
246,Anmatjere,,NT,Northern Territory,0872,Rural locality,-22.00828,133.46465,529,477,15340,54462.87400,Central Desert (Regional Council),Northern Territory - Outback,Australia/Darwin
247,Anna Bay,,NSW,New South Wales,2316,Urban locality,-32.77692,152.08327,7,3846,25844,22.25000,Port Stephens (Area),Hunter Valley exc Newcastle,Australia/Sydney
248,Annadale,,SA,South Australia,5356,Rural locality,-34.38932,139.38842,73,44,19916,46.77100,Mid Murray (District Council),South Australia - South East,Australia/Adelaide
249,Annandale,Sydney,NSW,New South Wales,2038,Suburb,-33.88144,151.17068,32,9451,60424,1.49300,Inner West (Area),Sydney - Inner West,Australia/Sydney
250,Annandale,Townsville,QLD,Queensland,4814,Suburb,-19.31109,146.78764,10,8574,39676,6.84000,Townsville (City),Townsville,Australia/Brisbane
251,Annangrove,,NSW,New South Wales,2156,Rural locality,-33.65777,150.94351,82,1397,39780,10.24600,The Hills Shire (Area),Sydney - Baulkham Hills and Hawkesbury,Australia/Sydney
252,Annerley,Brisbane,QLD,Queensland,4103,Suburb,-27.51161,153.03183,45,11336,39416,2.87600,Brisbane (City),Brisbane - South,Australia/Brisbane
253,Anniebrook,,WA,Western Australia,6280,Rural locality,-33.66919,115.16909,15,54,26936,13.26300,Busselton (City),Bunbury,Australia/Perth
254,Annuello,,VIC,Victoria,3549,Rural locality,-34.84770,142.83012,61,25,29900,320.81100,Swan Hill (Rural City),North West,Australia/Melbourne
255,Ansons Bay,,TAS,Tasmania,7264,Rural locality,-41.03789,148.26834,12,31,20228,229.35100,Break O'Day (Municipality),Launceston and North East,Australia/Hobart
256,Anstead,Brisbane,QLD,Queensland,4070,Suburb,-27.54559,152.87227,20,1509,47268,13.85200,Brisbane (City),Brisbane - West,Australia/Brisbane
257,Antechamber Bay,,SA,South Australia,5222,Rural locality,-35.80174,138.07272,10,8,28548,14.93600,Kangaroo Island (District Council),South Australia - South East,Australia/Adelaide
258,Anthony,,QLD,Queensland,4310,Rural locality,-27.87818,152.68408,97,111,31824,13.83400,Scenic Rim (Regional Council),Ipswich,Australia/Brisbane
259,Antigua,,QLD,Queensland,4650,Rural locality,-25.63821,152.60253,40,127,24180,17.17000,Fraser Coast (Regional Council),Wide Bay,Australia/Brisbane
260,Antill Ponds,,TAS,Tasmania,7120,Rural locality,-42.20401,147.40135,293,11,46800,40.48200,Southern Midlands (Municipality),South East,Australia/Hobart
261,Antonymyre,,WA,Western Australia,6714,Rural locality,-20.66316,117.09337,8,0,0,25.77400,Karratha (City),Western Australia - Outback (North),Australia/Perth
262,Antwerp,,VIC,Victoria,3414,Rural locality,-36.29842,142.02456,100,63,20124,132.78800,Hindmarsh (Shire),North West,Australia/Melbourne
263,Anula,Darwin,NT,Northern Territory,0812,Suburb,-12.39191,130.89015,37,2369,53144,1.31800,Darwin (City),Darwin,Australia/Darwin
264,Apamurra,,SA,South Australia,5237,Rural locality,-34.85524,139.19677,159,8,22100,3.74200,Mid Murray (District Council),South Australia - South East,Australia/Adelaide
265,Apoinga,,SA,South Australia,5413,Rural locality,-33.92808,138.93758,468,32,31824,51.62500,Goyder (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
266,Apollo Bay,,TAS,Tasmania,7150,Rural locality,-43.15912,147.29609,29,23,39416,2.29500,Kingborough (Municipality),South East,Australia/Hobart
267,Apollo Bay,,VIC,Victoria,3233,Urban locality,-38.74843,143.67043,1,1598,29432,86.91500,Colac-Otway (Shire),Warrnambool and South West,Australia/Melbourne
268,Appila,,SA,South Australia,5480,Rural locality,-33.05054,138.42808,371,83,23400,120.15500,Mount Remarkable (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
269,Appin,,NSW,New South Wales,2560,Urban locality,-34.20089,150.78748,242,2633,42744,102.05500,Wollondilly (Area),Sydney - Outer South West,Australia/Sydney
270,Appin,,VIC,Victoria,3579,Rural locality,-35.88565,143.87805,82,11,22100,37.80800,Gannawarra (Shire),North West,Australia/Melbourne
271,Appin South,,VIC,Victoria,3579,Rural locality,-35.94096,143.85991,86,29,19448,51.53300,Loddon (Shire),Bendigo,Australia/Melbourne
272,Appleby,,NSW,New South Wales,2340,Rural locality,-30.96493,150.82515,365,37,42328,18.15200,Tamworth Regional (Area),New England and North West,Australia/Sydney
273,Applecross,Perth,WA,Western Australia,6153,Suburb,-32.01940,115.83322,10,6887,49608,3.19500,Melville (City),Perth - South West,Australia/Perth
274,Applethorpe,,QLD,Queensland,4378,Rural locality,-28.61395,151.95549,880,511,25532,46.81000,Southern Downs (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
275,Apple Tree Creek,,QLD,Queensland,4660,Urban locality,-25.21521,152.23400,80,639,23036,23.87900,Bundaberg (Regional Council),Wide Bay,Australia/Brisbane
276,Appletree Flat,,NSW,New South Wales,2330,Rural locality,-32.51231,150.86485,111,16,31824,28.53200,Singleton (Area),Hunter Valley exc Newcastle,Australia/Sydney
277,Apple Tree Flat,,NSW,New South Wales,2850,Rural locality,-32.68522,149.70505,490,41,34528,17.02200,Mid-Western Regional (Area),Central West,Australia/Sydney
278,Apslawn,,TAS,Tasmania,7190,Rural locality,-41.95662,148.16487,43,18,31824,76.21100,Glamorgan/Spring Bay (Municipality),South East,Australia/Hobart
279,Apsley,,NSW,New South Wales,2820,Rural locality,-32.59836,148.96393,337,107,21580,28.23000,Dubbo Regional (Area),Far West and Orana,Australia/Sydney
280,Apsley,,TAS,Tasmania,7030,Rural locality,-42.41812,147.13831,297,35,35724,68.36400,Central Highlands (Municipality),South East,Australia/Hobart
281,Apsley,,VIC,Victoria,3319,Rural locality,-36.96756,141.08075,108,277,30004,332.11700,West Wimmera (Shire),North West,Australia/Melbourne
282,Arable,,NSW,New South Wales,2630,Rural locality,-36.36737,148.94553,910,12,48516,116.32700,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
283,Arakoon,South West Rocks,NSW,New South Wales,2431,Suburb,-30.88823,153.06696,12,420,29328,24.79400,Kempsey (Area),Mid North Coast,Australia/Sydney
284,Araluen,,NSW,New South Wales,2622,Rural locality,-35.64693,149.81215,155,168,22776,121.27400,Queanbeyan-Palerang Regional (Area),Capital Region,Australia/Sydney
285,Araluen,Alice Springs,NT,Northern Territory,0870,Suburb,-23.70239,133.84954,585,2706,57044,4.14700,Alice Springs (Town),Northern Territory - Outback,Australia/Darwin
286,Araluen,,QLD,Queensland,4570,Rural locality,-26.15949,152.66767,104,614,28340,6.56800,Gympie (Regional Council),Wide Bay,Australia/Brisbane
287,Aramac,,QLD,Queensland,4726,Urban locality,-22.97216,145.24543,229,299,31616,39.49000,Barcaldine (Regional Council),Queensland - Outback,Australia/Brisbane
288,Aramara,,QLD,Queensland,4620,Rural locality,-25.61128,152.32592,129,57,23088,74.82700,Fraser Coast (Regional Council),Wide Bay,Australia/Brisbane
289,Arana Hills,Brisbane,QLD,Queensland,4054,Suburb,-27.39752,152.95954,46,6810,42900,3.65400,Moreton Bay (Regional Council),Moreton Bay - South,Australia/Brisbane
290,Aranbanga,,QLD,Queensland,4625,Rural locality,-25.80681,151.67007,314,10,13000,221.39100,North Burnett (Regional Council),Wide Bay,Australia/Brisbane
